Target,Assay,Conc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
NDM-1,CPE_5_plex,10000000,0.0440584,0.0446616,0.0452635,0.0458575,0.0459666,0.046399,0.0465911,0.0469375,0.0471925,0.0480455,0.0492465,0.05187,0.0566058,0.065453,0.0818379,0.110076,0.153363,0.210062,0.270028,0.323696,0.367594,0.400635,0.423957,0.439248,0.450786,0.456807,0.458324,0.462342,0.463749,0.46562,0.464344,0.470239,0.472601,0.474998,0.477329,0.479642,0.48179,0.483837,0.485952,0.487739,0.489624,0.491966,0.495264,0.497256,0.499334
NDM-1,CPE_5_plex,10000000,0.0435868,0.0446144,0.0449631,0.0453783,0.0457091,0.0457837,0.0462123,0.0467724,0.0470918,0.0481014,0.0497828,0.0529826,0.0591285,0.0705435,0.0910847,0.125178,0.172923,0.229277,0.283342,0.329007,0.365851,0.393668,0.413166,0.426583,0.435265,0.441213,0.445235,0.447877,0.450524,0.453086,0.455404,0.457398,0.459152,0.461502,0.463766,0.465628,0.467369,0.469258,0.471365,0.472775,0.474722,0.476448,0.478169,0.479804,0.481851
OXA-48,CPE_5_plex,10,0.0417218,0.0421204,0.0426665,0.0431419,0.0433279,0.0435845,0.0437699,0.0439649,0.0440777,0.0442032,0.0445621,0.0445349,0.0447634,0.0445587,0.0448435,0.044845,0.0449773,0.0450753,0.0453192,0.0453333,0.0454386,0.0455241,0.0456147,0.0456631,0.0458995,0.0461182,0.0460626,0.0461318,0.0460886,0.0461725,0.0464592,0.0464446,0.0465641,0.0466218,0.0468925,0.0472855,0.0471367,0.0471624,0.047504,0.0474162,0.0475228,0.0476877,0.0478973,0.0479262,0.0479139
OXA-48,CPE_5_plex,10,0.0450836,0.0459238,0.0467562,0.0471549,0.047359,0.0477625,0.0477667,0.0480362,0.0480741,0.0483209,0.0482004,0.0484332,0.048544,0.0484937,0.0487423,0.0485844,0.0487275,0.0491178,0.0491327,0.0490893,0.0491854,0.0492289,0.0492514,0.0493657,0.0493778,0.0496009,0.0497927,0.0497013,0.0496402,0.0498353,0.0498223,0.0498769,0.0500836,0.0502268,0.0502155,0.0503796,0.0505103,0.0506138,0.0507838,0.0509153,0.0509496,0.0510553,0.0512266,0.0510575,0.051212
OXA-48,CPE_5_plex,100,0.0492957,0.0501358,0.0507446,0.0509414,0.0509726,0.0513964,0.0512653,0.0514727,0.0516036,0.0516054,0.0516549,0.0519159,0.052172,0.0520851,0.052204,0.0522235,0.0523184,0.0525564,0.0524963,0.05257,0.0528038,0.0530386,0.0529714,0.0530586,0.0533761,0.0534311,0.0536599,0.0537054,0.053913,0.0541354,0.0543475,0.0547247,0.0549172,0.0550913,0.0551757,0.0554128,0.0556815,0.055725,0.0558741,0.0560767,0.0561507,0.0562585,0.0563613,0.056599,0.0564744
OXA-48,CPE_5_plex,100,0.0465475,0.047832,0.0485295,0.0488306,0.049135,0.0493328,0.0494046,0.0495664,0.049771,0.0499942,0.0499034,0.0501479,0.05006,0.0503094,0.0502826,0.050608,0.0506231,0.0505412,0.0507287,0.0508138,0.0509952,0.0511532,0.0510759,0.0512484,0.0512175,0.0513904,0.0516274,0.0516672,0.0518137,0.0524399,0.0529924,0.0543366,0.0565519,0.0609238,0.0688405,0.0834496,0.107937,0.145037,0.190771,0.237234,0.279536,0.317241,0.349253,0.376347,0.398523
OXA-48,CPE_5_plex,1000,0.0462266,0.047237,0.0474829,0.0477663,0.0482114,0.0484428,0.0486336,0.048626,0.0487577,0.0487251,0.048847,0.0488958,0.0490587,0.0492094,0.0493427,0.0493044,0.0493921,0.0493702,0.0494121,0.0496056,0.0498187,0.0496768,0.0499596,0.0501686,0.0503048,0.0505313,0.050995,0.0518817,0.0533809,0.0559036,0.0607633,0.0697969,0.0862618,0.113871,0.154025,0.20231,0.250447,0.293935,0.331533,0.364005,0.391282,0.414162,0.433161,0.448985,0.461869
OXA-48,CPE_5_plex,1000,0.0446549,0.045769,0.0464791,0.0468551,0.0470317,0.0473864,0.0475288,0.0475893,0.0476223,0.0476182,0.0479224,0.0479333,0.0479097,0.0480455,0.0482892,0.0484372,0.0482581,0.0485687,0.0486166,0.0485558,0.0487346,0.0488116,0.0490768,0.0493873,0.0494704,0.0504537,0.0516907,0.0538825,0.0582734,0.0662247,0.0806489,0.105083,0.141708,0.186493,0.232536,0.274432,0.311185,0.34344,0.370306,0.393383,0.412286,0.42765,0.441736,0.453014,0.462373
OXA-48,CPE_5_plex,10000,0.0526375,0.0536363,0.0541515,0.0542612,0.0547876,0.0547217,0.054931,0.0550561,0.0548966,0.055103,0.0553215,0.0555181,0.0554548,0.0556598,0.0555697,0.0557726,0.0556553,0.0559527,0.0561398,0.0562005,0.0565186,0.0567518,0.0573663,0.0585481,0.0604169,0.06356,0.0700155,0.0810498,0.100619,0.131297,0.171684,0.215731,0.258258,0.296677,0.331259,0.360989,0.386719,0.408646,0.42788,0.443791,0.457571,0.468637,0.478585,0.486818,0.493901
OXA-48,CPE_5_plex,10000,0.044641,0.0470795,0.0479793,0.0483899,0.0485752,0.0488874,0.0491378,0.0492027,0.049368,0.0493199,0.0496407,0.0495478,0.0497488,0.0496832,0.0496205,0.0500244,0.0499885,0.0502402,0.0506105,0.0506588,0.0509897,0.0514764,0.052686,0.0544636,0.0574284,0.0636235,0.074079,0.0933218,0.124761,0.168573,0.218893,0.266957,0.309583,0.346859,0.378477,0.405286,0.428126,0.446158,0.461561,0.475058,0.485413,0.493973,0.501392,0.506892,0.511842
OXA-48,CPE_5_plex,100000,0.0427596,0.0435367,0.043847,0.0442702,0.0444582,0.0448396,0.0448405,0.0450121,0.0452181,0.0452018,0.0454988,0.045533,0.0455147,0.0456587,0.0457932,0.0459603,0.0459396,0.0462718,0.0467504,0.047038,0.047983,0.0492376,0.0515695,0.0560086,0.0643782,0.0792802,0.104416,0.142092,0.187458,0.233238,0.274744,0.310492,0.341907,0.367621,0.389274,0.407299,0.422201,0.434199,0.444457,0.452534,0.459365,0.465432,0.469967,0.473454,0.476059
OXA-48,CPE_5_plex,100000,0.0427567,0.0439643,0.0444067,0.0448229,0.0451112,0.0452966,0.0454361,0.045514,0.045668,0.0456903,0.0458074,0.0459636,0.0462794,0.0462757,0.0464721,0.0466239,0.0467429,0.0473135,0.047866,0.0485416,0.04962,0.0516249,0.0554934,0.0623263,0.0746464,0.095927,0.129624,0.173922,0.221138,0.265224,0.304104,0.33786,0.366183,0.389788,0.409898,0.426677,0.440105,0.452003,0.462147,0.469517,0.475951,0.481459,0.48604,0.489375,0.491517
OXA-48,CPE_5_plex,1000000,0.0431871,0.0439224,0.0443353,0.0446919,0.0450104,0.0453273,0.0455934,0.0454288,0.0456736,0.0459202,0.0460234,0.0461619,0.0461762,0.0463115,0.0465085,0.0469377,0.0474523,0.0482686,0.0503935,0.0533404,0.0594114,0.0704393,0.0904183,0.12284,0.16785,0.219576,0.268572,0.312905,0.350337,0.382708,0.409824,0.432123,0.450727,0.465814,0.478793,0.489141,0.497829,0.505491,0.511241,0.515933,0.519651,0.523293,0.525671,0.527768,0.529393
OXA-48,CPE_5_plex,1000000,0.0431948,0.044411,0.0450119,0.045429,0.0456318,0.0458287,0.0461657,0.0462339,0.0462799,0.0465815,0.0466981,0.0467025,0.0470561,0.0471733,0.0473984,0.0480106,0.0486687,0.050016,0.0526083,0.0575298,0.0664402,0.0821806,0.108922,0.148314,0.194696,0.242268,0.284927,0.322291,0.354773,0.381749,0.403949,0.423306,0.439215,0.452104,0.46299,0.472334,0.480333,0.486655,0.491895,0.495887,0.499608,0.50233,0.505269,0.507687,0.510401
OXA-48,CPE_5_plex,10000000,0.0433007,0.0439765,0.0445012,0.0446529,0.0452045,0.0453357,0.0453951,0.045607,0.0457442,0.0457549,0.0459312,0.0464012,0.0466646,0.0472981,0.0486461,0.0511999,0.0556913,0.0640416,0.0791616,0.104754,0.143702,0.19077,0.239793,0.283547,0.321948,0.355184,0.382682,0.406309,0.425582,0.441665,0.455089,0.466244,0.475289,0.48317,0.489597,0.49496,0.499169,0.502523,0.505551,0.507789,0.51018,0.512002,0.513317,0.514403,0.515653
OXA-48,CPE_5_plex,10000000,0.0422026,0.0432774,0.0438525,0.044211,0.0447724,0.044916,0.045138,0.0453839,0.0472574,0.0474248,0.0477411,0.0482523,0.0488307,0.0501044,0.0522202,0.0562755,0.0636268,0.076847,0.099621,0.134776,0.179201,0.2254,0.269042,0.30729,0.340313,0.368842,0.392554,0.412934,0.429835,0.444518,0.456002,0.46591,0.474323,0.481499,0.487161,0.492011,0.496366,0.499992,0.503396,0.506645,0.510083,0.514127,0.52012,0.528188,0.539217
VIM-1,CPE_5_plex,10,0.0465276,0.0465223,0.0469722,0.0470871,0.0472755,0.0476052,0.0476622,0.0478692,0.0480026,0.0481313,0.0482975,0.04843,0.0483591,0.0483489,0.0486194,0.0485556,0.04873,0.0488758,0.0489564,0.0490012,0.0490678,0.0492362,0.0493523,0.0494847,0.0495593,0.0497097,0.0498579,0.0500469,0.0504695,0.0510417,0.0518691,0.0530348,0.0555946,0.0598869,0.0678732,0.0824204,0.107391,0.145543,0.194142,0.244638,0.290568,0.330148,0.362389,0.389177,0.41047
VIM-1,CPE_5_plex,10,0.0528153,0.0530085,0.0532746,0.0536561,0.0538215,0.0539614,0.054374,0.0542662,0.0544117,0.0545365,0.0544296,0.0545069,0.0549292,0.0546828,0.0546878,0.0546738,0.054932,0.0551899,0.0552447,0.0553554,0.055467,0.0553214,0.0556258,0.0558481,0.0560702,0.0561257,0.0564379,0.0567843,0.0573079,0.0578096,0.0587749,0.0598043,0.0621023,0.0664527,0.0740208,0.0877725,0.111919,0.149503,0.198426,0.251033,0.298707,0.340142,0.373882,0.401617,0.423847
VIM-1,CPE_5_plex,100,0.04759,0.047806,0.0478511,0.04795,0.0480347,0.0481839,0.0482122,0.0484116,0.0482181,0.0483785,0.0484348,0.0485705,0.0484838,0.0485521,0.0486373,0.0486654,0.0486941,0.0488093,0.0489488,0.0488923,0.0489718,0.0490025,0.049272,0.0493537,0.0493986,0.0497835,0.0499847,0.0504111,0.0509776,0.0519245,0.0536539,0.0572284,0.0637103,0.0752611,0.0955671,0.128756,0.175333,0.228472,0.279264,0.323469,0.360958,0.391017,0.415574,0.435646,0.45048
VIM-1,CPE_5_plex,100,0.0475455,0.0480755,0.0482131,0.0484945,0.0485937,0.0485223,0.0488073,0.0489286,0.0489148,0.0490078,0.0491482,0.0492094,0.049277,0.0492006,0.0494403,0.0493963,0.0493269,0.0494898,0.0495867,0.0495674,0.0495947,0.0497409,0.0498956,0.0499901,0.0499932,0.0502849,0.0503527,0.050754,0.0512921,0.052047,0.053297,0.0554554,0.0598905,0.0677482,0.0818491,0.106557,0.144484,0.194246,0.247325,0.295757,0.337729,0.372051,0.40046,0.423078,0.441329
VIM-1,CPE_5_plex,1000,0.0424676,0.0424091,0.0425059,0.0425908,0.042714,0.0429093,0.0431349,0.0430668,0.0430991,0.0430395,0.0432232,0.0433498,0.0432863,0.0434231,0.0435505,0.0435945,0.0436307,0.043672,0.0437601,0.0437657,0.0438309,0.0439815,0.0441177,0.0443181,0.044397,0.0450913,0.0454709,0.0468218,0.0489794,0.0530899,0.0607114,0.0745886,0.0982966,0.134536,0.181416,0.231431,0.27649,0.316136,0.349096,0.376052,0.397851,0.415516,0.429874,0.440723,0.449836
VIM-1,CPE_5_plex,1000,0.0444515,0.0447349,0.0449471,0.0453858,0.0455495,0.0456983,0.0459737,0.0459931,0.0463179,0.0461811,0.0461978,0.0462977,0.0463818,0.0462538,0.0463967,0.0465714,0.046627,0.0466386,0.0466921,0.0467032,0.0468279,0.0467698,0.0469103,0.0472416,0.0474407,0.0478658,0.048807,0.0503647,0.0536798,0.0595198,0.0702396,0.0893606,0.119915,0.16037,0.205576,0.248425,0.28611,0.318302,0.3453,0.366923,0.385197,0.400087,0.411923,0.421535,0.428812
VIM-1,CPE_5_plex,10000,0.0430842,0.0438656,0.0442969,0.0445896,0.0449469,0.0451446,0.045357,0.0453556,0.0456704,0.0454284,0.0457505,0.0456107,0.0458816,0.0460557,0.0458677,0.0460909,0.0462477,0.0461819,0.0462676,0.0463261,0.0465767,0.0467501,0.0473876,0.0480783,0.0496127,0.0524901,0.0577591,0.067904,0.086035,0.116354,0.160416,0.213675,0.266184,0.313298,0.353378,0.386094,0.412786,0.434201,0.451145,0.464134,0.474885,0.483622,0.490473,0.496322,0.500955
VIM-1,CPE_5_plex,10000,0.0493627,0.0503169,0.0508109,0.0511856,0.0513191,0.0513395,0.0515144,0.0515997,0.0516154,0.0516923,0.0517395,0.0519405,0.0519859,0.0519547,0.0520015,0.0521263,0.0522872,0.0522956,0.0526139,0.0527865,0.0530856,0.0534261,0.0543762,0.056128,0.0596504,0.0657946,0.0773586,0.0975785,0.130658,0.177152,0.230819,0.282497,0.328298,0.366658,0.397989,0.424314,0.444449,0.46113,0.474044,0.484782,0.493246,0.500426,0.505699,0.510561,0.515048
VIM-1,CPE_5_plex,100000,0.0412865,0.0416837,0.0421542,0.0425135,0.0428367,0.0430681,0.043149,0.0432648,0.0432692,0.0434112,0.0435589,0.0437972,0.0437807,0.0437543,0.0439573,0.0441886,0.0443798,0.0449971,0.0460329,0.0477939,0.0515293,0.0582061,0.0707039,0.0924901,0.127324,0.174489,0.227366,0.276859,0.320769,0.356555,0.386652,0.411133,0.430935,0.446563,0.459535,0.469384,0.477751,0.484764,0.490762,0.495662,0.500325,0.504232,0.508207,0.511287,0.514668
VIM-1,CPE_5_plex,100000,0.044526,0.0454671,0.0458367,0.046129,0.0464493,0.0467708,0.0467577,0.0468743,0.0471042,0.0469655,0.0472809,0.0473706,0.0473921,0.0475137,0.0476312,0.0477997,0.0481778,0.0490972,0.0505056,0.0532519,0.0583761,0.0676416,0.0844367,0.113067,0.155512,0.208241,0.261919,0.310237,0.351687,0.385946,0.413809,0.436135,0.454252,0.468419,0.479511,0.489025,0.497512,0.503651,0.509012,0.5133,0.518106,0.522729,0.525703,0.529021,0.531417
VIM-1,CPE_5_plex,1000000,0.0417867,0.0421202,0.0423314,0.0425153,0.0427928,0.0429649,0.0430506,0.0432175,0.0432525,0.0433501,0.0434497,0.0434297,0.0437352,0.0438021,0.044274,0.0450558,0.0464602,0.0491138,0.0544969,0.0640588,0.0815343,0.110445,0.153047,0.2052,0.257781,0.305635,0.346149,0.379711,0.407363,0.429918,0.448055,0.462808,0.474605,0.484121,0.492015,0.49875,0.504384,0.509404,0.513584,0.51823,0.52159,0.525002,0.528262,0.530634,0.533509
VIM-1,CPE_5_plex,1000000,0.0402466,0.0402944,0.0405215,0.0408424,0.0410177,0.0412392,0.0414263,0.0416579,0.0415967,0.0419467,0.0418519,0.0421277,0.0422435,0.0426026,0.0431416,0.0441368,0.0459398,0.0495511,0.0561685,0.0682422,0.0894316,0.122705,0.168034,0.218505,0.266604,0.309046,0.344808,0.374193,0.397969,0.417431,0.433264,0.446265,0.456594,0.465129,0.472474,0.478213,0.483178,0.487325,0.491584,0.495625,0.498365,0.501909,0.504492,0.507164,0.509797
VIM-1,CPE_5_plex,10000000,0.0359942,0.0358805,0.0361776,0.0360245,0.0360706,0.0362204,0.0361326,0.0362896,0.0365002,0.036842,0.0371477,0.0377606,0.0390955,0.0415262,0.0461844,0.0546039,0.0700224,0.0953269,0.131452,0.174525,0.218321,0.258033,0.292499,0.321328,0.345069,0.364793,0.381009,0.395101,0.406114,0.415134,0.422864,0.429498,0.434793,0.439964,0.444193,0.448316,0.451687,0.455125,0.4588,0.46289,0.466544,0.471277,0.47652,0.481772,0.487694
VIM-1,CPE_5_plex,10000000,0.0360507,0.0360995,0.0363245,0.0365455,0.0367509,0.0369725,0.0370028,0.0372067,0.0374248,0.0376704,0.037936,0.0388465,0.0402361,0.043026,0.0478292,0.0571742,0.0734761,0.100306,0.13774,0.181662,0.225501,0.265498,0.299643,0.328568,0.352322,0.372333,0.388786,0.40185,0.413074,0.422824,0.430627,0.437032,0.442747,0.447472,0.451603,0.455461,0.459146,0.462146,0.464769,0.467264,0.469753,0.47232,0.47425,0.475889,0.477891
NTC,CPE_5_plex,0,0.0364616,0.0363786,0.0364211,0.0365039,0.0366317,0.0366385,0.0366947,0.0366051,0.0369057,0.0369468,0.0370958,0.03703,0.0372754,0.0370984,0.0374402,0.0374907,0.0377935,0.0378409,0.038165,0.0383202,0.0385067,0.0388404,0.0389294,0.0390631,0.0395184,0.0396119,0.0396907,0.0397706,0.0398787,0.040294,0.0403846,0.0405564,0.0406802,0.0407299,0.0411103,0.0412271,0.0411562,0.0415187,0.0416618,0.041911,0.0419891,0.042141,0.0424914,0.0424898,0.0427798
NTC,CPE_5_plex,0,0.0430253,0.0434323,0.0435176,0.0437419,0.043957,0.0439907,0.0441732,0.0442823,0.0444117,0.0444054,0.044546,0.044515,0.0447575,0.0447918,0.0450228,0.0451622,0.0453634,0.0454259,0.0456983,0.0457986,0.0460598,0.0462642,0.0465051,0.0467147,0.0469057,0.0468421,0.0470259,0.0472325,0.0472128,0.04745,0.047673,0.0475237,0.0476765,0.0476683,0.0478754,0.0478548,0.0480636,0.0480327,0.048305,0.0485727,0.048589,0.0487846,0.0489298,0.0489998,0.0491786
NTC,CPE_5_plex,0,0.0444112,0.0445366,0.0448166,0.0446609,0.0450239,0.0450717,0.0452564,0.0454159,0.0454749,0.0453398,0.0455089,0.0454632,0.0459034,0.0458823,0.0460685,0.0460447,0.0460644,0.0463666,0.0465442,0.0466371,0.0468014,0.0468888,0.047251,0.0472066,0.0473631,0.0473426,0.0474593,0.0477967,0.0476935,0.0479237,0.0478918,0.0481275,0.0482028,0.0482836,0.0484093,0.0485869,0.0483782,0.0485557,0.0486264,0.0488869,0.04887,0.0490973,0.0493789,0.049237,0.049398
NTC,CPE_5_plex,0,0.0378802,0.0380384,0.0383108,0.0384833,0.0386191,0.0386561,0.0387896,0.0389379,0.0390948,0.0390838,0.0393708,0.0394262,0.0393308,0.0395329,0.0395178,0.0396427,0.0397241,0.0398721,0.0399856,0.0402534,0.0404151,0.0403885,0.0408793,0.0409994,0.0411485,0.0414835,0.0415263,0.0417943,0.0419281,0.0422804,0.0423073,0.0426758,0.0429591,0.0428944,0.0433765,0.0434784,0.0438243,0.044002,0.0442716,0.0443739,0.0447445,0.0448373,0.0449259,0.045038,0.0451841
NTC,CPE_5_plex,0,0.0421042,0.0432496,0.0436159,0.0440697,0.0443429,0.0445717,0.0449287,0.0449228,0.0451662,0.0452565,0.0452839,0.0454985,0.0456156,0.0458479,0.0456391,0.0459333,0.0459299,0.046208,0.0465913,0.0469678,0.0472192,0.0475712,0.047524,0.0478127,0.0480687,0.0484516,0.0485623,0.0486128,0.0488516,0.0489993,0.0493391,0.0493322,0.0496496,0.0497239,0.0498703,0.0501117,0.0502191,0.0503388,0.05056,0.0507566,0.0508256,0.0508812,0.0511072,0.051174,0.0511904
NTC,CPE_5_plex,0,0.0403079,0.0409973,0.0418009,0.0420235,0.0425011,0.0426558,0.0430189,0.0429241,0.0430823,0.0431582,0.0432821,0.0434024,0.0436992,0.0436596,0.0437685,0.0438659,0.0440961,0.0440507,0.0442878,0.0445503,0.0449572,0.0449234,0.0453746,0.0456098,0.0457445,0.0460917,0.0462025,0.0463058,0.0465559,0.0466537,0.0470036,0.0470045,0.047064,0.0474023,0.0476299,0.0478364,0.0480652,0.0481192,0.0485961,0.0485509,0.048823,0.0488574,0.0489889,0.0489999,0.0492195
NTC,CPE_5_plex,0,0.0447756,0.0458511,0.0463312,0.0468882,0.0468656,0.0472335,0.0473983,0.0475371,0.0476916,0.0479844,0.0479339,0.048235,0.0482473,0.0485138,0.0486765,0.0489864,0.0490412,0.0494616,0.0497395,0.0501227,0.0499784,0.049709,0.0494945,0.0495939,0.0497821,0.0491272,0.0489443,0.049393,0.049828,0.0505017,0.0505762,0.0510506,0.0510654,0.0513188,0.0512881,0.051483,0.0517686,0.0517813,0.0519486,0.0521976,0.0522016,0.0523196,0.0523998,0.0523753,0.0524826
NTC,CPE_5_plex,0,0.0418325,0.0429235,0.043365,0.0436793,0.0440247,0.0441556,0.0443718,0.0445469,0.0445518,0.0448864,0.0447697,0.0449405,0.0450439,0.0452996,0.0453469,0.0455872,0.045851,0.0459724,0.0463038,0.0463835,0.0466773,0.0468049,0.0468454,0.0470962,0.0473205,0.0472854,0.0476532,0.0477711,0.0478525,0.0477313,0.0480681,0.0480099,0.0484069,0.0485044,0.0485952,0.0487623,0.0487077,0.0488718,0.0489054,0.048983,0.0490169,0.0490171,0.0490773,0.0492116,0.0492179
NTC,CPE_5_plex,0,0.0399191,0.040646,0.0412017,0.0416186,0.0419531,0.0421081,0.0424465,0.0425417,0.0426631,0.042938,0.0429442,0.0431571,0.043257,0.0432653,0.0434041,0.043628,0.0438885,0.0440481,0.0442866,0.0447332,0.04483,0.0450755,0.0453916,0.045645,0.0457357,0.0459966,0.0461465,0.0460635,0.0462167,0.0464913,0.0465953,0.046764,0.0469261,0.0469892,0.0471792,0.0473205,0.0473185,0.04757,0.0475135,0.0476628,0.0478713,0.0478168,0.0480582,0.0479145,0.0479919
NTC,CPE_5_plex,0,0.0398213,0.0409482,0.0416308,0.0420159,0.0424071,0.0426594,0.0431325,0.0430185,0.0434065,0.0434959,0.0435712,0.0439499,0.043748,0.0440321,0.0441647,0.0444173,0.0445237,0.0446692,0.0448878,0.0449644,0.0452789,0.0453887,0.0455519,0.0458002,0.04595,0.0459123,0.0461137,0.0462728,0.0463397,0.0464182,0.0467558,0.0467137,0.0469586,0.0470116,0.0471038,0.0473119,0.0473908,0.0473479,0.0474428,0.0475131,0.0476883,0.0477007,0.0475715,0.0477299,0.0477014